number_sample,decade_site,class_site,number_site,date_site,road_site,siteID,number_tree,dbh_tree,health_tree,bark_tree,pycnidia_tree,ridge_tree,crack_tree,margin_tree,dieback_tree,infection_sample,symptom_sample,Canopy.Dieback,Notes
892,80,0,36,190,NA,80F36,7,2.3,1,green,0,0,0,0,0,1,0,canopy_healthy,
893,80,0,36,190,NA,80F36,8,2.1,1,green,0,0,0,0,0,1,0,canopy_healthy,
894,80,0,36,190,NA,80F36,9,4.8,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
895,80,0,36,190,NA,80F36,10,8.3,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
897,80,0,4,172,NA,80F4,1,9.4,1,green,0,0,0,0,0,1,0,canopy_healthy,
898,80,0,4,172,NA,80F4,2,9.3,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
899,80,0,4,172,NA,80F4,3,6.5,1,green/orange,0,0,0,0,0,0,0,canopy_healthy,
900,80,0,4,172,NA,80F4,4,8.7,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
901,80,0,4,172,NA,80F4,5,6.5,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
902,80,0,4,172,NA,80F4,6,6,1,green,0,0,0,0,0,1,0,canopy_healthy,
903,80,0,4,172,NA,80F4,7,11.4,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
904,80,0,4,172,NA,80F4,8,6.2,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
905,80,0,4,172,NA,80F4,9,6.4,1,green,0,0,0,0,0,1,0,canopy_healthy,
906,80,0,4,172,NA,80F4,10,3.6,1,green,0,0,0,0,0,1,0,canopy_thinning,
907,80,0,4,172,NA,80F4,31,3.2,0,black,1,0,0,0,0,1,1,0,
908,80,0,4,172,NA,80F4,32,2.7,0,orange,1,0,0,0,0,1,1,0,
909,80,0,4,172,NA,80F4,33,3,0,black,1,1,0,0,0,1,1,0,
910,80,0,4,172,NA,80F4,34,3,0,black,1,1,1,0,0,1,1,0,
911,80,0,4,172,NA,80F4,35,3.2,0,black,1,0,0,0,0,1,1,0,
912,80,0,6,171,NA,80F6,1,7.1,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
913,80,0,6,171,NA,80F6,2,12.2,1,green,0,0,0,0,0,1,0,canopy_healthy,
914,80,0,6,171,NA,80F6,3,11.3,1,green,0,0,0,0,0,1,0,canopy_healthy,
915,80,0,6,171,NA,80F6,4,2.3,1,green,0,0,0,0,0,1,0,"canopy_healthy,canopy_leaves",
916,80,0,6,171,NA,80F6,5,7.5,1,green,0,0,0,0,0,1,0,canopy_healthy,
917,80,0,6,171,NA,80F6,6,5.1,1,green,0,0,0,0,0,1,0,canopy_healthy,
918,80,0,6,171,NA,80F6,7,4,1,green,0,0,0,0,0,1,0,canopy_healthy,
919,80,0,6,171,NA,80F6,9,8.8,1,green,0,0,0,0,0,1,0,canopy_healthy,
920,80,0,6,171,NA,80F6,10,9.5,1,green,0,0,0,0,0,1,0,canopy_healthy,
921,80,0,6,171,NA,80F6,11,5.7,1,green,0,0,0,0,0,1,0,canopy_healthy,
924,90,0,1,176,NA,90F01,9,2,1,green/grey,0,0,0,0,0,1,0,canopy_death,
925,90,0,1,176,NA,90F01,12,2.6,1,green/grey,0,0,0,0,0,1,0,canopy_death,
926,90,0,1,176,NA,90F01,13,8.6,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
927,90,0,1,176,NA,90F01,14,9.5,1,green/grey,0,0,0,0,0,0,0,canopy_healthy,
928,90,0,1,176,NA,90F01,15,9.6,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
929,90,0,1,176,NA,90F01,16,9,1,green/grey,0,0,0,0,0,0,0,canopy_healthy,
930,90,0,1,176,NA,90F01,17,5,1,green/grey,0,0,0,0,0,0,0,canopy_healthy,
931,90,0,1,176,NA,90F01,18,4.7,1,green/grey,0,0,0,0,0,0,0,canopy_healthy,
932,90,0,1,176,NA,90F01,19,8.6,1,green/grey,0,0,0,0,0,0,0,canopy_healthy,
933,90,0,1,176,NA,90F01,20,7.7,1,green,0,0,0,0,0,0,0,canopy_healthy,
934,90,0,6,177,NA,90F06,11,9.4,1,green,0,0,0,0,0,0,0,canopy_healthy,
935,90,0,6,177,NA,90F06,12,5.3,1,green/grey,0,0,0,0,0,0,0,canopy_healthy,
936,90,0,6,177,NA,90F06,13,4.7,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
937,90,0,6,177,NA,90F06,14,3.2,1,green/grey,0,0,0,0,0,1,0,canopy_healthy,
938,90,0,6,177,NA,90F06,15,4.3,1,green/grey,0,0,0,0,0,0,0,canopy_healthy,
939,90,0,6,177,NA,90F06,16,4.8,1,green,0,0,0,0,0,NA,0,canopy_healthy,
940,90,0,6,177,NA,90F06,17,6,1,green/grey,0,0,0,0,0,NA,0,canopy_healthy,
941,90,0,11,150,NA,90F11,17,2.4,1,green,0,0,0,0,0,1,0,canopy_no,
942,90,0,11,150,NA,90F11,18,4.3,1,green,0,0,0,0,0,1,0,canopy_no,
943,90,0,11,150,NA,90F11,19,3.1,1,green,0,0,0,0,1,0,1,canopy_yes,
944,90,0,11,150,NA,90F11,16,1.8,1,green,0,0,0,0,0,1,0,canopy_no,
945,90,0,11,150,NA,90F11,15,3.1,1,green,0,0,0,0,0,0,0,canopy_no,
946,90,0,4,177,NA,90F4,1,6.6,1,green,0,0,0,0,0,1,0,canopy_healthy,
947,90,0,4,177,NA,90F4,4,6.6,1,green,0,0,0,0,0,1,0,canopy_healthy,
948,90,0,4,177,NA,90F4,5,4.9,1,green,0,0,0,0,0,0,0,canopy_healthy,
949,90,0,4,177,NA,90F4,6,3.3,1,green,0,0,0,0,0,0,0,canopy_thinning,
950,90,0,4,177,NA,90F4,7,5,1,green,0,0,0,0,0,1,0,canopy_healthy,
951,90,0,4,177,NA,90F4,NA,2.9,1,green,0,0,0,0,0,1,0,canopy_death,
953,90,0,4,177,NA,90F4,16,3.7,1,green,0,0,0,0,1,1,1,canopy_yes,
954,90,0,4,177,NA,90F4,17,4.7,1,green,0,0,0,0,0,0,0,canopy_healthy,
955,90,0,4,177,NA,90F4,19,1.9,1,green,0,0,0,0,0,1,0,canopy_healthy,
956,90,0,4,177,NA,90F4,20,6.1,1,green,0,0,0,0,0,0,0,canopy_healthy,
1,0,B,2,219,657.8126525,00B2,1,5.6,1,green,0,0,0,0,NA,1,0,NA,NA
2,0,B,2,219,657.8126525,00B2,2,1.2,1,green,0,0,0,0,NA,1,0,NA,NA
3,0,B,2,219,657.8126525,00B2,3,2.4,1,green,0,0,0,0,NA,1,0,NA,NA
4,0,B,2,219,657.8126525,00B2,4,6.4,1,green,0,0,0,0,NA,1,0,NA,NA
5,0,B,2,219,657.8126525,00B2,5,2.4,1,green,0,0,0,0,NA,1,0,NA,NA
6,0,B,2,219,657.8126525,00B2,6,2.5,1,green,0,0,0,0,NA,1,0,NA,NA
7,0,B,2,219,657.8126525,00B2,7,2,1,green,0,0,0,0,NA,0,0,NA,NA
8,0,B,4,212,814.5318681,00B4,13,3,1,green,0,0,0,0,NA,1,0,NA,NA
9,0,B,4,212,814.5318681,00B4,14,3.2,1,green,0,0,0,0,NA,1,0,NA,NA
10,0,B,4,212,814.5318681,00B4,15,5.6,1,green,0,0,0,0,NA,1,0,NA,NA
11,0,B,4,212,814.5318681,00B4,16,1.5,1,green,0,0,0,0,NA,1,0,NA,NA
12,0,B,4,212,814.5318681,00B4,17,5.2,1,green,0,0,0,0,NA,1,0,NA,NA
13,0,M,1,219,796.1071329,00M1,8,1.4,1,green,0,0,0,0,NA,1,0,NA,NA
14,0,M,1,219,796.1071329,00M1,9,1.9,1,green,0,0,0,0,NA,1,0,NA,NA
15,0,M,1,219,796.1071329,00M1,10,4.4,1,green,0,0,0,0,NA,1,0,NA,NA
16,0,M,1,219,796.1071329,00M1,11,2.9,1,green,0,0,0,0,NA,1,0,NA,NA
17,0,M,1,219,796.1071329,00M1,12,2.6,1,orange,0,0,0,0,NA,1,0,NA,NA
18,0,M,1,219,796.1071329,00M1,13,1,1,green,0,0,0,0,NA,0,0,NA,NA
19,0,M,1,219,796.1071329,00M1,14,1.9,1,green,0,0,0,0,NA,1,0,NA,NA
20,0,M,2,218,133.9715118,00M2,8,2.3,1,green,0,0,0,0,NA,1,0,NA,NA
21,0,M,2,218,133.9715118,00M2,9,2.6,1,green,0,0,0,0,NA,1,0,NA,NA
22,0,M,2,218,133.9715118,00M2,10,4.4,1,green,0,0,0,0,NA,1,0,NA,NA
23,0,M,2,218,133.9715118,00M2,11,1.8,1,green,0,0,0,0,NA,1,0,NA,NA
24,0,M,2,218,133.9715118,00M2,12,3.5,1,green,0,0,0,0,NA,1,0,NA,NA
25,0,M,2,218,133.9715118,00M2,13,4.6,1,green,0,0,0,0,NA,1,0,NA,NA
26,0,M,2,218,133.9715118,00M2,14,4.6,1,green,0,0,0,0,NA,1,0,NA,NA
27,0,M,6,217,554.6418679,00M6,1,0.8,1,green/orange,0,0,0,0,NA,0,0,NA,NA
28,0,M,6,217,554.6418679,00M6,2,0.9,1,green,0,0,0,0,NA,0,0,NA,NA
29,0,M,6,217,554.6418679,00M6,4,1.3,1,green,0,0,0,0,NA,0,0,NA,NA
30,0,M,6,217,554.6418679,00M6,5,0.6,1,green,0,0,0,0,NA,1,0,NA,NA
31,0,M,6,217,554.6418679,00M6,6,1.3,1,green,0,0,0,0,NA,1,0,NA,NA
32,0,M,6,217,554.6418679,00M6,7,0.6,1,green,0,0,0,0,NA,1,0,NA,NA
33,0,M,6,217,554.6418679,00M6,8,1.3,1,green,0,0,0,0,NA,1,0,NA,NA
34,0,U,4,225,501.7536975,00U4,3,1.2,1,green,0,0,0,0,NA,1,0,NA,NA
35,0,U,4,225,501.7536975,00U4,5,1.4,1,orange,0,0,0,0,NA,1,0,NA,NA
36,0,U,4,225,501.7536975,00U4,6,0.4,1,green,0,0,0,0,NA,1,0,NA,NA
37,50,B,1,212,234.3872134,50B1,1,10.9,1,green/grey,0,0,0,0,NA,1,0,NA,NA
38,50,B,1,212,234.3872134,50B1,2,13.5,1,green/grey,0,0,0,0,NA,0,0,NA,NA
39,50,B,1,212,234.3872134,50B1,5,11.8,1,green/grey,0,0,0,0,NA,0,0,NA,NA
40,50,B,1,212,234.3872134,50B1,6,9.5,1,green,0,0,0,0,NA,0,0,NA,NA
41,50,B,1,212,234.3872134,50B1,9,13,1,green/grey,0,0,0,0,NA,1,0,NA,NA
42,50,B,1,212,234.3872134,50B1,10,10.2,1,green,0,0,0,0,NA,1,0,NA,NA
43,50,B,1,212,234.3872134,50B1,3,6.2,1,green,0,0,0,0,NA,0,1,NA,NA
44,50,B,1,212,234.3872134,50B1,4,12,1,green/grey,0,0,0,0,NA,0,1,NA,NA
45,50,B,1,212,234.3872134,50B1,7,9.1,1,green,0,0,0,0,NA,0,1,NA,NA
46,50,B,1,212,234.3872134,50B1,8,10.6,1,green,0,0,0,0,NA,0,1,NA,NA
366,50,B,1,212,234.3872134,50B1,16,4.9,0,orange/red,1,0,0,0,NA,1,1,NA,NA
367,50,B,1,212,234.3872134,50B1,17,6.2,0,orange/red,1,0,0,0,NA,0,1,NA,NA
368,50,B,1,212,234.3872134,50B1,18,6.5,0,brown,1,0,0,0,NA,1,1,NA,NA
47,50,B,4,213,608.0003865,50B4,2,22,1,green/orange,0,0,0,0,NA,1,0,NA,NA
48,50,B,4,213,608.0003865,50B4,4,19.1,1,green,0,0,0,0,NA,1,0,NA,NA
49,50,B,4,213,608.0003865,50B4,5,22.8,1,green,0,0,0,0,NA,1,0,NA,NA
50,50,B,4,213,608.0003865,50B4,6,18.9,1,green/orange,0,0,0,0,NA,1,0,NA,NA
51,50,B,4,213,608.0003865,50B4,7,22.6,1,green,0,0,0,0,NA,0,0,NA,NA
52,50,B,4,213,608.0003865,50B4,8,27,1,green,0,0,0,0,NA,1,0,NA,NA
53,50,B,4,213,608.0003865,50B4,9,27.6,1,green,0,0,0,0,NA,1,0,NA,NA
54,50,B,4,213,608.0003865,50B4,10,22,1,green,0,0,0,0,NA,1,0,NA,NA
55,50,B,4,213,608.0003865,50B4,11,27,1,green,0,0,0,0,NA,1,0,NA,NA
56,50,B,4,213,608.0003865,50B4,12,27.1,1,green,0,0,0,0,NA,1,0,NA,NA
57,50,B,5,212,190.7200905,50B5,3,9.5,1,green,0,0,0,0,NA,1,0,NA,NA
58,50,B,5,212,190.7200905,50B5,4,25.5,1,green,0,0,0,0,NA,1,0,NA,NA
59,50,B,5,212,190.7200905,50B5,5,13.7,1,green,0,0,0,0,NA,1,0,NA,NA
60,50,B,5,212,190.7200905,50B5,9,14.6,1,green/orange,0,0,0,0,NA,NA,0,NA,NA
61,50,B,5,212,190.7200905,50B5,10,15.5,1,green/orange,0,0,0,0,NA,NA,0,NA,NA
62,50,B,5,212,190.7200905,50B5,11,23.5,1,green/orange,0,0,0,0,NA,NA,0,NA,NA
63,50,B,5,212,190.7200905,50B5,12,19.4,1,green,0,0,0,0,NA,NA,0,NA,NA
64,50,U,1,206,202.9787808,50U1,1,5.8,1,orange,0,0,0,0,NA,0,1,NA,NA
65,50,U,1,206,202.9787808,50U1,2,3.2,1,green/orange,0,0,0,0,NA,0,1,NA,NA
66,50,U,1,206,202.9787808,50U1,3,4.5,1,green,0,0,0,0,NA,1,1,NA,NA
371,50,U,1,206,202.9787808,50U1,4,6.2,1,green,1,0,0,0,NA,0,1,NA,NA
372,50,U,1,206,202.9787808,50U1,5,7.5,1,green,1,0,0,0,NA,0,1,NA,NA
373,50,U,1,206,202.9787808,50U1,9,4.1,0,black,1,0,0,0,NA,1,1,NA,NA
374,50,U,1,206,202.9787808,50U1,10,4.2,0,orange/red,1,0,0,0,NA,1,1,NA,NA
67,50,U,2,206,186.7377432,50U2,2,4.1,1,green,0,0,0,0,NA,0,1,NA,NA
68,50,U,2,206,186.7377432,50U2,3,8.1,1,green,0,0,0,0,NA,0,1,NA,NA
69,50,U,2,206,186.7377432,50U2,4,5.9,1,green,0,0,0,0,NA,1,0,NA,NA
70,50,U,2,206,186.7377432,50U2,5,5.7,1,green,0,0,0,0,NA,1,1,NA,NA
71,50,U,2,206,186.7377432,50U2,6,4,1,green,0,0,0,0,NA,1,0,NA,NA
72,50,U,2,206,186.7377432,50U2,10,6.8,1,green,0,0,0,0,NA,1,0,NA,NA
73,50,U,2,206,186.7377432,50U2,11,5.6,1,green,0,0,0,0,NA,1,0,NA,NA
74,50,U,2,206,186.7377432,50U2,12,7,1,green,0,0,0,0,NA,1,0,NA,NA
75,50,U,2,206,186.7377432,50U2,1,4.2,1,green,0,0,0,0,NA,1,1,NA,NA
76,50,U,2,206,186.7377432,50U2,7,4.6,1,green,0,0,0,0,NA,1,1,NA,NA
375,50,U,2,206,186.7377432,50U2,13,5.5,1,green,1,0,0,0,NA,1,1,NA,NA
77,50,U,3,207,138.9944374,50U3,1,8.5,1,green,0,0,0,0,NA,0,0,NA,NA
78,50,U,3,207,138.9944374,50U3,2,7.6,1,green/orange,0,0,0,0,NA,0,0,NA,NA
79,50,U,3,207,138.9944374,50U3,3,5,1,orange,0,0,0,0,NA,1,0,NA,NA
80,50,U,3,207,138.9944374,50U3,4,6.3,1,green/orange,0,0,0,0,NA,1,0,NA,NA
81,50,U,3,207,138.9944374,50U3,6,3.6,1,orange,0,0,0,0,NA,1,1,NA,NA
82,50,U,3,207,138.9944374,50U3,7,4.8,1,orange,0,0,0,0,NA,0,1,NA,NA
83,50,U,3,207,138.9944374,50U3,9,3.9,1,brown,0,0,0,0,NA,1,1,NA,NA
84,50,U,3,207,138.9944374,50U3,10,6.4,1,brown,0,0,0,0,NA,0,1,NA,NA
85,50,U,3,207,138.9944374,50U3,12,5.4,1,orange,0,0,0,0,NA,0,0,NA,NA
86,50,U,3,207,138.9944374,50U3,8,4.7,1,orange,0,0,0,0,NA,0,1,NA,NA
87,50,U,4,207,298.8636561,50U4,4,11.4,1,green,0,0,0,0,NA,1,0,NA,NA
88,50,U,4,207,298.8636561,50U4,6,10.1,1,green,0,0,0,0,NA,1,0,NA,NA
376,50,U,4,207,298.8636561,50U4,10,6.7,0,black,1,0,0,0,NA,1,1,NA,NA
377,50,U,4,207,298.8636561,50U4,11,5.7,0,black,1,0,1,0,NA,0,1,NA,NA
378,50,U,4,207,298.8636561,50U4,12,4.9,0,black,1,0,0,0,NA,1,1,NA,NA
89,60,B,1,180,164.5840277,60B1,2,7.9,1,green,0,0,0,0,NA,NA,0,NA,NA
90,60,B,1,180,164.5840277,60B1,3,6.9,1,green,0,0,0,0,NA,NA,0,NA,NA
91,60,B,1,180,164.5840277,60B1,4,5.9,1,green,0,0,0,0,NA,NA,0,NA,NA
92,60,B,1,180,164.5840277,60B1,5,9.5,1,green,0,0,0,0,NA,NA,0,NA,NA
93,60,B,1,180,164.5840277,60B1,9,11.9,1,green,0,0,0,0,NA,NA,0,NA,NA
94,60,B,1,180,164.5840277,60B1,10,8.7,1,green,0,0,0,0,NA,NA,0,NA,NA
95,60,B,1,180,164.5840277,60B1,11,14.5,1,green,0,0,0,0,NA,NA,0,NA,NA
96,60,B,1,180,164.5840277,60B1,12,11.4,1,green,0,0,0,0,NA,NA,0,NA,NA
97,60,B,1,180,164.5840277,60B1,14,6.4,1,green,0,0,0,0,NA,NA,0,NA,NA
98,60,B,1,180,164.5840277,60B1,15,10.4,1,green,0,0,0,0,NA,NA,0,NA,NA
99,60,B,2,184,766.3914875,60B2,2,4.4,1,green,0,0,0,0,NA,1,0,NA,NA
100,60,B,2,184,766.3914875,60B2,3,5.8,1,green,0,0,0,0,NA,0,0,NA,NA
101,60,B,2,184,766.3914875,60B2,4,6.7,1,green,0,0,0,0,NA,1,0,NA,NA
102,60,B,2,184,766.3914875,60B2,5,6,1,green,0,0,0,0,NA,0,0,NA,NA
103,60,B,2,184,766.3914875,60B2,6,7.9,1,green,0,0,1,0,NA,1,1,NA,NA
104,60,B,2,184,766.3914875,60B2,7,9.5,1,green,0,0,0,0,NA,1,0,NA,NA
105,60,B,2,184,766.3914875,60B2,8,11.5,1,green,0,0,1,0,NA,NA,1,NA,NA
106,60,B,2,184,766.3914875,60B2,9,10,1,green,0,0,0,0,NA,NA,0,NA,NA
107,60,B,2,184,766.3914875,60B2,10,7.3,1,green,0,0,0,0,NA,NA,0,NA,NA
108,60,B,2,184,766.3914875,60B2,1,4.6,1,green,0,0,0,0,NA,NA,1,NA,NA
109,60,B,2,184,766.3914875,60B2,15,4.7,1,green,0,0,0,0,NA,NA,1,NA,NA
379,60,B,2,184,766.3914875,60B2,11,2,0,black,1,0,1,0,NA,1,1,NA,NA
380,60,B,2,184,766.3914875,60B2,12,4.4,0,black,1,0,0,0,NA,1,1,NA,NA
381,60,B,2,184,766.3914875,60B2,13,3.5,0,black,1,0,0,0,NA,1,1,NA,NA
382,60,B,2,184,766.3914875,60B2,14,3,0,black,1,0,0,0,NA,1,1,NA,NA
110,60,B,5,179,214.8491997,60B5,1,13.9,1,green,0,0,0,0,NA,1,0,NA,NA
111,60,B,5,179,214.8491997,60B5,5,3,1,green,0,0,0,0,NA,1,0,NA,NA
112,60,B,5,179,214.8491997,60B5,7,6.8,1,green,0,0,0,0,NA,1,0,NA,NA
113,60,B,5,179,214.8491997,60B5,9,6.1,1,green,0,0,0,0,NA,1,0,NA,NA
114,60,B,5,179,214.8491997,60B5,10,7.5,1,green,0,0,0,0,NA,0,0,NA,NA
115,60,B,5,179,214.8491997,60B5,11,11.4,1,green,0,0,0,0,NA,1,0,NA,NA
116,60,B,5,179,214.8491997,60B5,12,5.7,1,green,0,0,0,0,NA,1,0,NA,NA
117,60,B,5,179,214.8491997,60B5,13,6.5,1,green,0,0,0,0,NA,1,0,NA,NA
118,60,B,5,179,214.8491997,60B5,14,6.2,1,green,0,0,0,0,NA,1,0,NA,NA
119,60,B,5,179,214.8491997,60B5,15,9.9,1,green,0,0,0,0,NA,1,0,NA,NA
120,60,B,6,191,373.2879963,60B6,1,8.1,1,green,0,0,0,0,NA,0,0,NA,NA
121,60,B,6,191,373.2879963,60B6,5,17.9,1,green,0,0,0,0,NA,1,0,NA,NA
122,60,B,6,191,373.2879963,60B6,6,8.3,1,green,0,0,0,0,NA,1,0,NA,NA
123,60,B,6,191,373.2879963,60B6,7,8.7,1,green,0,0,0,0,NA,1,0,NA,NA
124,60,B,6,191,373.2879963,60B6,8,17,1,green,0,0,0,0,NA,1,0,NA,NA
125,60,B,6,191,373.2879963,60B6,11,9.6,1,green,0,0,0,0,NA,1,0,NA,NA
126,60,B,6,191,373.2879963,60B6,12,2.6,1,green,0,0,0,0,NA,1,0,NA,NA
128,60,B,6,191,373.2879963,60B6,18,5,1,green,0,0,0,0,NA,1,1,NA,NA
129,60,B,6,191,373.2879963,60B6,2,3.8,1,green,0,0,0,0,NA,1,1,NA,NA
130,60,B,6,191,373.2879963,60B6,3,4,1,green,0,0,0,0,NA,1,1,NA,NA
131,60,B,6,191,373.2879963,60B6,17,4.7,0,black,0,0,0,0,NA,1,0,NA,NA
383,60,B,6,191,373.2879963,60B6,19,3,0,black,1,0,0,0,NA,1,1,NA,NA
384,60,B,6,191,373.2879963,60B6,20,3.2,0,orange/red,1,0,0,0,NA,1,1,NA,NA
133,60,C,3,186,229.6041878,60C3,11,13.3,1,green/orange,0,0,1,0,NA,0,1,NA,NA
134,60,C,3,186,229.6041878,60C3,13,23.1,1,green,0,0,1,0,NA,0,1,NA,NA
135,60,C,3,186,229.6041878,60C3,14,17.3,1,green/orange,0,0,0,0,NA,0,1,NA,NA
136,60,C,3,186,229.6041878,60C3,15,24.4,1,green/orange,0,0,0,0,NA,0,1,NA,NA
137,60,C,4,186,475.0177481,60C4,11,8.3,1,green,0,0,0,0,NA,1,0,NA,NA
138,60,C,4,186,475.0177481,60C4,12,6.2,1,orange,0,0,0,0,NA,1,0,NA,NA
139,60,C,4,186,475.0177481,60C4,13,5.7,1,green,0,0,0,0,NA,1,0,NA,NA
140,60,C,4,186,475.0177481,60C4,14,6.8,1,orange,0,0,0,0,NA,0,0,NA,NA
386,60,C,4,186,475.0177481,60C4,15,6,0,orange/red,1,0,1,0,NA,1,1,NA,NA
141,60,C,7,191,355.8487553,60C7,12,6.7,1,green,0,0,0,0,NA,1,1,NA,NA
142,60,C,7,191,355.8487553,60C7,14,6.7,1,green,0,0,0,0,NA,1,0,NA,NA
387,60,C,7,191,355.8487553,60C7,11,6.2,0,black,1,0,0,0,NA,1,1,NA,NA
388,60,C,7,191,355.8487553,60C7,15,5.4,0,black,1,0,0,0,NA,1,1,NA,NA
144,60,M,1,191,156.5592014,60M1,21,4.3,1,orange,0,0,0,0,NA,1,1,NA,NA
145,60,M,1,191,156.5592014,60M1,22,5,1,green,0,0,0,0,NA,1,1,NA,NA
146,60,M,1,190,156.5592014,60M1,2,4.8,1,green/orange,0,0,0,0,NA,1,1,NA,NA
147,60,M,1,190,156.5592014,60M1,6,6.4,1,green,0,0,0,0,NA,1,1,NA,NA
148,60,M,1,190,156.5592014,60M1,9,7.2,1,green,0,0,0,0,NA,1,1,NA,NA
